/Users/velocityworks/PycharmProjects/z_metric/.venv/bin/python /Users/velocityworks/PycharmProjects/z_metric/src/main/sandbox/main.py
🚀 Bootstrapping 360-prime wheel...
✅ Wheel initialized with 360 primes (up to 2423)
🌟 COLLISION! Prime 37117 at position 37 (collision #3550)
🌟 COLLISION! Prime 37123 at position 43 (collision #3551)
🌟 COLLISION! Prime 37139 at position 59 (collision #3552)
🌟 COLLISION! Prime 37171 at position 91 (collision #3553)
🌟 COLLISION! Prime 37181 at position 101 (collision #3554)
🌟 COLLISION! Prime 37189 at position 109 (collision #3555)
🌟 COLLISION! Prime 37199 at position 119 (collision #3556)
🌟 COLLISION! Prime 37201 at position 121 (collision #3557)
🌟 COLLISION! Prime 37217 at position 137 (collision #3558)
🌟 COLLISION! Prime 37223 at position 143 (collision #3559)
🌟 COLLISION! Prime 37243 at position 163 (collision #3560)
🌟 COLLISION! Prime 37273 at position 193 (collision #3561)
🌟 COLLISION! Prime 37277 at position 197 (collision #3562)
🌟 COLLISION! Prime 37307 at position 227 (collision #3563)
🌟 COLLISION! Prime 37309 at position 229 (collision #3564)
🌟 COLLISION! Prime 37313 at position 233 (collision #3565)
🌟 COLLISION! Prime 37321 at position 241 (collision #3566)
🌟 COLLISION! Prime 37337 at position 257 (collision #3567)
🌟 COLLISION! Prime 37339 at position 259 (collision #3568)
🌟 COLLISION! Prime 37357 at position 277 (collision #3569)
🌟 COLLISION! Prime 37361 at position 281 (collision #3570)
🌟 COLLISION! Prime 37363 at position 283 (collision #3571)
🌟 COLLISION! Prime 37369 at position 289 (collision #3572)
🌟 COLLISION! Prime 37379 at position 299 (collision #3573)
🌟 COLLISION! Prime 37397 at position 317 (collision #3574)
🌟 COLLISION! Prime 37409 at position 329 (collision #3575)
🌟 COLLISION! Prime 37423 at position 343 (collision #3576)
🌟 COLLISION! Prime 37441 at position 1 (collision #3577)
🌟 COLLISION! Prime 37447 at position 7 (collision #3578)
🌟 COLLISION! Prime 37463 at position 23 (collision #3579)
🌟 COLLISION! Prime 37483 at position 43 (collision #3580)
🌟 COLLISION! Prime 37489 at position 49 (collision #3581)
🌟 COLLISION! Prime 37493 at position 53 (collision #3582)
🌟 COLLISION! Prime 37501 at position 61 (collision #3583)
🌟 COLLISION! Prime 37507 at position 67 (collision #3584)
🌟 COLLISION! Prime 37511 at position 71 (collision #3585)
🌟 COLLISION! Prime 37529 at position 89 (collision #3586)
🌟 COLLISION! Prime 37537 at position 97 (collision #3587)
🌟 COLLISION! Prime 37547 at position 107 (collision #3588)
🌟 COLLISION! Prime 37549 at position 109 (collision #3589)
🌟 COLLISION! Prime 37561 at position 121 (collision #3590)
🌟 COLLISION! Prime 37567 at position 127 (collision #3591)
🌟 COLLISION! Prime 37571 at position 131 (collision #3592)
🌟 COLLISION! Prime 37573 at position 133 (collision #3593)
🌟 COLLISION! Prime 37579 at position 139 (collision #3594)
🌟 COLLISION! Prime 37589 at position 149 (collision #3595)
🌟 COLLISION! Prime 37591 at position 151 (collision #3596)
🌟 COLLISION! Prime 37607 at position 167 (collision #3597)
🌟 COLLISION! Prime 37619 at position 179 (collision #3598)
🌟 COLLISION! Prime 37633 at position 193 (collision #3599)
🌟 COLLISION! Prime 37643 at position 203 (collision #3600)
🌟 COLLISION! Prime 37649 at position 209 (collision #3601)
🌟 COLLISION! Prime 37657 at position 217 (collision #3602)
🌟 COLLISION! Prime 37663 at position 223 (collision #3603)
🌟 COLLISION! Prime 37691 at position 251 (collision #3604)
🌟 COLLISION! Prime 37693 at position 253 (collision #3605)
🌟 COLLISION! Prime 37699 at position 259 (collision #3606)
🌟 COLLISION! Prime 37717 at position 277 (collision #3607)
🌟 COLLISION! Prime 37747 at position 307 (collision #3608)
🌟 COLLISION! Prime 37781 at position 341 (collision #3609)
🌟 COLLISION! Prime 37783 at position 343 (collision #3610)
🌟 COLLISION! Prime 37799 at position 359 (collision #3611)
🌟 COLLISION! Prime 37811 at position 11 (collision #3612)
🌟 COLLISION! Prime 37813 at position 13 (collision #3613)
🌟 COLLISION! Prime 37831 at position 31 (collision #3614)
🌟 COLLISION! Prime 37847 at position 47 (collision #3615)
🌟 COLLISION! Prime 37853 at position 53 (collision #3616)
🌟 COLLISION! Prime 37861 at position 61 (collision #3617)
🌟 COLLISION! Prime 37871 at position 71 (collision #3618)
🌟 COLLISION! Prime 37879 at position 79 (collision #3619)
🌟 COLLISION! Prime 37889 at position 89 (collision #3620)
🌟 COLLISION! Prime 37897 at position 97 (collision #3621)
🌟 COLLISION! Prime 37907 at position 107 (collision #3622)
🌟 COLLISION! Prime 37951 at position 151 (collision #3623)
🌟 COLLISION! Prime 37957 at position 157 (collision #3624)
🌟 COLLISION! Prime 37963 at position 163 (collision #3625)
🌟 COLLISION! Prime 37967 at position 167 (collision #3626)
🌟 COLLISION! Prime 37987 at position 187 (collision #3627)
🌟 COLLISION! Prime 37991 at position 191 (collision #3628)
🌟 COLLISION! Prime 37993 at position 193 (collision #3629)
🌟 COLLISION! Prime 37997 at position 197 (collision #3630)
🌟 COLLISION! Prime 38011 at position 211 (collision #3631)
🌟 COLLISION! Prime 38039 at position 239 (collision #3632)
🌟 COLLISION! Prime 38047 at position 247 (collision #3633)
🌟 COLLISION! Prime 38053 at position 253 (collision #3634)
🌟 COLLISION! Prime 38069 at position 269 (collision #3635)
🌟 COLLISION! Prime 38083 at position 283 (collision #3636)
🌟 COLLISION! Prime 38113 at position 313 (collision #3637)
🌟 COLLISION! Prime 38119 at position 319 (collision #3638)
🌟 COLLISION! Prime 38149 at position 349 (collision #3639)
🌟 COLLISION! Prime 38153 at position 353 (collision #3640)
🌟 COLLISION! Prime 38167 at position 7 (collision #3641)
🌟 COLLISION! Prime 38177 at position 17 (collision #3642)
🌟 COLLISION! Prime 38183 at position 23 (collision #3643)
🌟 COLLISION! Prime 38189 at position 29 (collision #3644)
🌟 COLLISION! Prime 38197 at position 37 (collision #3645)
🌟 COLLISION! Prime 38201 at position 41 (collision #3646)
🌟 COLLISION! Prime 38219 at position 59 (collision #3647)
🌟 COLLISION! Prime 38231 at position 71 (collision #3648)
🌟 COLLISION! Prime 38237 at position 77 (collision #3649)
🌟 COLLISION! Prime 38239 at position 79 (collision #3650)
🌟 COLLISION! Prime 38261 at position 101 (collision #3651)
🌟 COLLISION! Prime 38273 at position 113 (collision #3652)
🌟 COLLISION! Prime 38281 at position 121 (collision #3653)
🌟 COLLISION! Prime 38287 at position 127 (collision #3654)
🌟 COLLISION! Prime 38299 at position 139 (collision #3655)
🌟 COLLISION! Prime 38303 at position 143 (collision #3656)
🌟 COLLISION! Prime 38317 at position 157 (collision #3657)
🌟 COLLISION! Prime 38321 at position 161 (collision #3658)
🌟 COLLISION! Prime 38327 at position 167 (collision #3659)
🌟 COLLISION! Prime 38329 at position 169 (collision #3660)
🌟 COLLISION! Prime 38333 at position 173 (collision #3661)
🌟 COLLISION! Prime 38351 at position 191 (collision #3662)
🌟 COLLISION! Prime 38371 at position 211 (collision #3663)
🌟 COLLISION! Prime 38377 at position 217 (collision #3664)
🌟 COLLISION! Prime 38393 at position 233 (collision #3665)
🌟 COLLISION! Prime 38431 at position 271 (collision #3666)
🌟 COLLISION! Prime 38447 at position 287 (collision #3667)
🌟 COLLISION! Prime 38449 at position 289 (collision #3668)
🌟 COLLISION! Prime 38453 at position 293 (collision #3669)
🌟 COLLISION! Prime 38459 at position 299 (collision #3670)
🌟 COLLISION! Prime 38461 at position 301 (collision #3671)
🌟 COLLISION! Prime 38501 at position 341 (collision #3672)
🌟 COLLISION! Prime 38543 at position 23 (collision #3673)
🌟 COLLISION! Prime 38557 at position 37 (collision #3674)
🌟 COLLISION! Prime 38561 at position 41 (collision #3675)
🌟 COLLISION! Prime 38567 at position 47 (collision #3676)
🌟 COLLISION! Prime 38569 at position 49 (collision #3677)
🌟 COLLISION! Prime 38593 at position 73 (collision #3678)
🌟 COLLISION! Prime 38603 at position 83 (collision #3679)
🌟 COLLISION! Prime 38609 at position 89 (collision #3680)
🌟 COLLISION! Prime 38611 at position 91 (collision #3681)
🌟 COLLISION! Prime 38629 at position 109 (collision #3682)
🌟 COLLISION! Prime 38639 at position 119 (collision #3683)
🌟 COLLISION! Prime 38651 at position 131 (collision #3684)
🌟 COLLISION! Prime 38653 at position 133 (collision #3685)
🌟 COLLISION! Prime 38669 at position 149 (collision #3686)
🌟 COLLISION! Prime 38671 at position 151 (collision #3687)
🌟 COLLISION! Prime 38677 at position 157 (collision #3688)
🌟 COLLISION! Prime 38693 at position 173 (collision #3689)
🌟 COLLISION! Prime 38699 at position 179 (collision #3690)
🌟 COLLISION! Prime 38707 at position 187 (collision #3691)
🌟 COLLISION! Prime 38711 at position 191 (collision #3692)
🌟 COLLISION! Prime 38713 at position 193 (collision #3693)
🌟 COLLISION! Prime 38723 at position 203 (collision #3694)
🌟 COLLISION! Prime 38729 at position 209 (collision #3695)
🌟 COLLISION! Prime 38737 at position 217 (collision #3696)
🌟 COLLISION! Prime 38747 at position 227 (collision #3697)
🌟 COLLISION! Prime 38749 at position 229 (collision #3698)
🌟 COLLISION! Prime 38767 at position 247 (collision #3699)
🌟 COLLISION! Prime 38783 at position 263 (collision #3700)
🌟 COLLISION! Prime 38791 at position 271 (collision #3701)
🌟 COLLISION! Prime 38803 at position 283 (collision #3702)
🌟 COLLISION! Prime 38821 at position 301 (collision #3703)
🌟 COLLISION! Prime 38833 at position 313 (collision #3704)
🌟 COLLISION! Prime 38839 at position 319 (collision #3705)
🌟 COLLISION! Prime 38851 at position 331 (collision #3706)
🌟 COLLISION! Prime 38861 at position 341 (collision #3707)
🌟 COLLISION! Prime 38867 at position 347 (collision #3708)
🌟 COLLISION! Prime 38873 at position 353 (collision #3709)
🌟 COLLISION! Prime 38891 at position 11 (collision #3710)
🌟 COLLISION! Prime 38903 at position 23 (collision #3711)
🌟 COLLISION! Prime 38917 at position 37 (collision #3712)
🌟 COLLISION! Prime 38921 at position 41 (collision #3713)
🌟 COLLISION! Prime 38923 at position 43 (collision #3714)
🌟 COLLISION! Prime 38933 at position 53 (collision #3715)
🌟 COLLISION! Prime 38953 at position 73 (collision #3716)
🌟 COLLISION! Prime 38959 at position 79 (collision #3717)
🌟 COLLISION! Prime 38971 at position 91 (collision #3718)
🌟 COLLISION! Prime 38977 at position 97 (collision #3719)
🌟 COLLISION! Prime 38993 at position 113 (collision #3720)
🌟 COLLISION! Prime 39019 at position 139 (collision #3721)
🌟 COLLISION! Prime 39023 at position 143 (collision #3722)
🌟 COLLISION! Prime 39041 at position 161 (collision #3723)
🌟 COLLISION! Prime 39043 at position 163 (collision #3724)
🌟 COLLISION! Prime 39047 at position 167 (collision #3725)
🌟 COLLISION! Prime 39079 at position 199 (collision #3726)
🌟 COLLISION! Prime 39089 at position 209 (collision #3727)
🌟 COLLISION! Prime 39097 at position 217 (collision #3728)
🌟 COLLISION! Prime 39103 at position 223 (collision #3729)
🌟 COLLISION! Prime 39107 at position 227 (collision #3730)
🌟 COLLISION! Prime 39113 at position 233 (collision #3731)
🌟 COLLISION! Prime 39119 at position 239 (collision #3732)
🌟 COLLISION! Prime 39133 at position 253 (collision #3733)
🌟 COLLISION! Prime 39139 at position 259 (collision #3734)
🌟 COLLISION! Prime 39157 at position 277 (collision #3735)
🌟 COLLISION! Prime 39161 at position 281 (collision #3736)
🌟 COLLISION! Prime 39163 at position 283 (collision #3737)
🌟 COLLISION! Prime 39181 at position 301 (collision #3738)
🌟 COLLISION! Prime 39191 at position 311 (collision #3739)
🌟 COLLISION! Prime 39199 at position 319 (collision #3740)
🌟 COLLISION! Prime 39209 at position 329 (collision #3741)
🌟 COLLISION! Prime 39217 at position 337 (collision #3742)
🌟 COLLISION! Prime 39227 at position 347 (collision #3743)
🌟 COLLISION! Prime 39229 at position 349 (collision #3744)
🌟 COLLISION! Prime 39233 at position 353 (collision #3745)
🌟 COLLISION! Prime 39239 at position 359 (collision #3746)
🌟 COLLISION! Prime 39241 at position 1 (collision #3747)
🌟 COLLISION! Prime 39251 at position 11 (collision #3748)
🌟 COLLISION! Prime 39293 at position 53 (collision #3749)
🌟 COLLISION! Prime 39301 at position 61 (collision #3750)
🌟 COLLISION! Prime 39313 at position 73 (collision #3751)
🌟 COLLISION! Prime 39317 at position 77 (collision #3752)
🌟 COLLISION! Prime 39323 at position 83 (collision #3753)
🌟 COLLISION! Prime 39341 at position 101 (collision #3754)
🌟 COLLISION! Prime 39359 at position 119 (collision #3755)
🌟 COLLISION! Prime 39367 at position 127 (collision #3756)
🌟 COLLISION! Prime 39371 at position 131 (collision #3757)
🌟 COLLISION! Prime 39373 at position 133 (collision #3758)
🌟 COLLISION! Prime 39383 at position 143 (collision #3759)
🌟 COLLISION! Prime 39397 at position 157 (collision #3760)
🌟 COLLISION! Prime 39409 at position 169 (collision #3761)
🌟 COLLISION! Prime 39419 at position 179 (collision #3762)
🌟 COLLISION! Prime 39439 at position 199 (collision #3763)
🌟 COLLISION! Prime 39443 at position 203 (collision #3764)
🌟 COLLISION! Prime 39451 at position 211 (collision #3765)
🌟 COLLISION! Prime 39499 at position 259 (collision #3766)
🌟 COLLISION! Prime 39503 at position 263 (collision #3767)
🌟 COLLISION! Prime 39509 at position 269 (collision #3768)
🌟 COLLISION! Prime 39511 at position 271 (collision #3769)
🌟 COLLISION! Prime 39521 at position 281 (collision #3770)
🌟 COLLISION! Prime 39541 at position 301 (collision #3771)
🌟 COLLISION! Prime 39551 at position 311 (collision #3772)
🌟 COLLISION! Prime 39563 at position 323 (collision #3773)
🌟 COLLISION! Prime 39569 at position 329 (collision #3774)
🌟 COLLISION! Prime 39581 at position 341 (collision #3775)
🌟 COLLISION! Prime 39607 at position 7 (collision #3776)
🌟 COLLISION! Prime 39619 at position 19 (collision #3777)
🌟 COLLISION! Prime 39623 at position 23 (collision #3778)
🌟 COLLISION! Prime 39631 at position 31 (collision #3779)
🌟 COLLISION! Prime 39659 at position 59 (collision #3780)
🌟 COLLISION! Prime 39667 at position 67 (collision #3781)
🌟 COLLISION! Prime 39671 at position 71 (collision #3782)
🌟 COLLISION! Prime 39679 at position 79 (collision #3783)
🌟 COLLISION! Prime 39703 at position 103 (collision #3784)
🌟 COLLISION! Prime 39709 at position 109 (collision #3785)
🌟 COLLISION! Prime 39719 at position 119 (collision #3786)
🌟 COLLISION! Prime 39727 at position 127 (collision #3787)
🌟 COLLISION! Prime 39733 at position 133 (collision #3788)
🌟 COLLISION! Prime 39749 at position 149 (collision #3789)
🌟 COLLISION! Prime 39761 at position 161 (collision #3790)
🌟 COLLISION! Prime 39769 at position 169 (collision #3791)
🌟 COLLISION! Prime 39779 at position 179 (collision #3792)
🌟 COLLISION! Prime 39791 at position 191 (collision #3793)
🌟 COLLISION! Prime 39799 at position 199 (collision #3794)
🌟 COLLISION! Prime 39821 at position 221 (collision #3795)
🌟 COLLISION! Prime 39827 at position 227 (collision #3796)
🌟 COLLISION! Prime 39829 at position 229 (collision #3797)
🌟 COLLISION! Prime 39839 at position 239 (collision #3798)
🌟 COLLISION! Prime 39841 at position 241 (collision #3799)
🌟 COLLISION! Prime 39847 at position 247 (collision #3800)
🌟 COLLISION! Prime 39857 at position 257 (collision #3801)
🌟 COLLISION! Prime 39863 at position 263 (collision #3802)
🌟 COLLISION! Prime 39869 at position 269 (collision #3803)
🌟 COLLISION! Prime 39877 at position 277 (collision #3804)
🌟 COLLISION! Prime 39883 at position 283 (collision #3805)
🌟 COLLISION! Prime 39887 at position 287 (collision #3806)
🌟 COLLISION! Prime 39901 at position 301 (collision #3807)
🌟 COLLISION! Prime 39929 at position 329 (collision #3808)
🌟 COLLISION! Prime 39937 at position 337 (collision #3809)
🌟 COLLISION! Prime 39953 at position 353 (collision #3810)
🌟 COLLISION! Prime 39971 at position 11 (collision #3811)
🌟 COLLISION! Prime 39979 at position 19 (collision #3812)
🌟 COLLISION! Prime 39983 at position 23 (collision #3813)
🌟 COLLISION! Prime 39989 at position 29 (collision #3814)
🌟 COLLISION! Prime 40009 at position 49 (collision #3815)
🌟 COLLISION! Prime 40013 at position 53 (collision #3816)
🌟 COLLISION! Prime 40031 at position 71 (collision #3817)
