/Users/velocityworks/PycharmProjects/z_metric/.venv/bin/python /Users/velocityworks/PycharmProjects/z_metric/src/main/sandbox/main.py
🚀 Bootstrapping 360-prime wheel...
✅ Wheel initialized with 360 primes (up to 2423)
🌟 COLLISION! Prime 42131 at position 11 (collision #4012)
🌟 COLLISION! Prime 42139 at position 19 (collision #4013)
🌟 COLLISION! Prime 42157 at position 37 (collision #4014)
🌟 COLLISION! Prime 42169 at position 49 (collision #4015)
🌟 COLLISION! Prime 42179 at position 59 (collision #4016)
🌟 COLLISION! Prime 42181 at position 61 (collision #4017)
🌟 COLLISION! Prime 42187 at position 67 (collision #4018)
🌟 COLLISION! Prime 42193 at position 73 (collision #4019)
🌟 COLLISION! Prime 42197 at position 77 (collision #4020)
🌟 COLLISION! Prime 42209 at position 89 (collision #4021)
🌟 COLLISION! Prime 42221 at position 101 (collision #4022)
🌟 COLLISION! Prime 42223 at position 103 (collision #4023)
🌟 COLLISION! Prime 42227 at position 107 (collision #4024)
🌟 COLLISION! Prime 42239 at position 119 (collision #4025)
🌟 COLLISION! Prime 42257 at position 137 (collision #4026)
🌟 COLLISION! Prime 42281 at position 161 (collision #4027)
🌟 COLLISION! Prime 42283 at position 163 (collision #4028)
🌟 COLLISION! Prime 42293 at position 173 (collision #4029)
🌟 COLLISION! Prime 42299 at position 179 (collision #4030)
🌟 COLLISION! Prime 42307 at position 187 (collision #4031)
🌟 COLLISION! Prime 42323 at position 203 (collision #4032)
🌟 COLLISION! Prime 42331 at position 211 (collision #4033)
🌟 COLLISION! Prime 42337 at position 217 (collision #4034)
🌟 COLLISION! Prime 42349 at position 229 (collision #4035)
🌟 COLLISION! Prime 42359 at position 239 (collision #4036)
🌟 COLLISION! Prime 42373 at position 253 (collision #4037)
🌟 COLLISION! Prime 42379 at position 259 (collision #4038)
🌟 COLLISION! Prime 42391 at position 271 (collision #4039)
🌟 COLLISION! Prime 42397 at position 277 (collision #4040)
🌟 COLLISION! Prime 42403 at position 283 (collision #4041)
🌟 COLLISION! Prime 42407 at position 287 (collision #4042)
🌟 COLLISION! Prime 42409 at position 289 (collision #4043)
🌟 COLLISION! Prime 42433 at position 313 (collision #4044)
🌟 COLLISION! Prime 42437 at position 317 (collision #4045)
🌟 COLLISION! Prime 42443 at position 323 (collision #4046)
🌟 COLLISION! Prime 42451 at position 331 (collision #4047)
🌟 COLLISION! Prime 42457 at position 337 (collision #4048)
🌟 COLLISION! Prime 42461 at position 341 (collision #4049)
🌟 COLLISION! Prime 42463 at position 343 (collision #4050)
🌟 COLLISION! Prime 42467 at position 347 (collision #4051)
🌟 COLLISION! Prime 42473 at position 353 (collision #4052)
🌟 COLLISION! Prime 42487 at position 7 (collision #4053)
🌟 COLLISION! Prime 42491 at position 11 (collision #4054)
🌟 COLLISION! Prime 42499 at position 19 (collision #4055)
🌟 COLLISION! Prime 42509 at position 29 (collision #4056)
🌟 COLLISION! Prime 42533 at position 53 (collision #4057)
🌟 COLLISION! Prime 42557 at position 77 (collision #4058)
🌟 COLLISION! Prime 42569 at position 89 (collision #4059)
🌟 COLLISION! Prime 42571 at position 91 (collision #4060)
🌟 COLLISION! Prime 42577 at position 97 (collision #4061)
🌟 COLLISION! Prime 42589 at position 109 (collision #4062)
🌟 COLLISION! Prime 42611 at position 131 (collision #4063)
🌟 COLLISION! Prime 42641 at position 161 (collision #4064)
🌟 COLLISION! Prime 42643 at position 163 (collision #4065)
🌟 COLLISION! Prime 42649 at position 169 (collision #4066)
🌟 COLLISION! Prime 42667 at position 187 (collision #4067)
🌟 COLLISION! Prime 42677 at position 197 (collision #4068)
🌟 COLLISION! Prime 42683 at position 203 (collision #4069)
🌟 COLLISION! Prime 42689 at position 209 (collision #4070)
🌟 COLLISION! Prime 42697 at position 217 (collision #4071)
🌟 COLLISION! Prime 42701 at position 221 (collision #4072)
🌟 COLLISION! Prime 42703 at position 223 (collision #4073)
🌟 COLLISION! Prime 42709 at position 229 (collision #4074)
🌟 COLLISION! Prime 42719 at position 239 (collision #4075)
🌟 COLLISION! Prime 42727 at position 247 (collision #4076)
🌟 COLLISION! Prime 42737 at position 257 (collision #4077)
🌟 COLLISION! Prime 42743 at position 263 (collision #4078)
🌟 COLLISION! Prime 42751 at position 271 (collision #4079)
🌟 COLLISION! Prime 42767 at position 287 (collision #4080)
🌟 COLLISION! Prime 42773 at position 293 (collision #4081)
🌟 COLLISION! Prime 42787 at position 307 (collision #4082)
🌟 COLLISION! Prime 42793 at position 313 (collision #4083)
🌟 COLLISION! Prime 42797 at position 317 (collision #4084)
🌟 COLLISION! Prime 42821 at position 341 (collision #4085)
🌟 COLLISION! Prime 42829 at position 349 (collision #4086)
🌟 COLLISION! Prime 42839 at position 359 (collision #4087)
🌟 COLLISION! Prime 42841 at position 1 (collision #4088)
🌟 COLLISION! Prime 42853 at position 13 (collision #4089)
🌟 COLLISION! Prime 42859 at position 19 (collision #4090)
🌟 COLLISION! Prime 42863 at position 23 (collision #4091)
🌟 COLLISION! Prime 42899 at position 59 (collision #4092)
🌟 COLLISION! Prime 42901 at position 61 (collision #4093)
🌟 COLLISION! Prime 42923 at position 83 (collision #4094)
🌟 COLLISION! Prime 42929 at position 89 (collision #4095)
🌟 COLLISION! Prime 42937 at position 97 (collision #4096)
🌟 COLLISION! Prime 42943 at position 103 (collision #4097)
🌟 COLLISION! Prime 42953 at position 113 (collision #4098)
🌟 COLLISION! Prime 42961 at position 121 (collision #4099)
🌟 COLLISION! Prime 42967 at position 127 (collision #4100)
🌟 COLLISION! Prime 42979 at position 139 (collision #4101)
🌟 COLLISION! Prime 42989 at position 149 (collision #4102)
🌟 COLLISION! Prime 43003 at position 163 (collision #4103)
🌟 COLLISION! Prime 43013 at position 173 (collision #4104)
🌟 COLLISION! Prime 43019 at position 179 (collision #4105)
🌟 COLLISION! Prime 43037 at position 197 (collision #4106)
🌟 COLLISION! Prime 43049 at position 209 (collision #4107)
🌟 COLLISION! Prime 43051 at position 211 (collision #4108)
🌟 COLLISION! Prime 43063 at position 223 (collision #4109)
🌟 COLLISION! Prime 43067 at position 227 (collision #4110)
🌟 COLLISION! Prime 43093 at position 253 (collision #4111)
🌟 COLLISION! Prime 43103 at position 263 (collision #4112)
🌟 COLLISION! Prime 43117 at position 277 (collision #4113)
🌟 COLLISION! Prime 43133 at position 293 (collision #4114)
🌟 COLLISION! Prime 43151 at position 311 (collision #4115)
🌟 COLLISION! Prime 43159 at position 319 (collision #4116)
🌟 COLLISION! Prime 43177 at position 337 (collision #4117)
🌟 COLLISION! Prime 43189 at position 349 (collision #4118)
🌟 COLLISION! Prime 43201 at position 1 (collision #4119)
🌟 COLLISION! Prime 43207 at position 7 (collision #4120)
🌟 COLLISION! Prime 43223 at position 23 (collision #4121)
🌟 COLLISION! Prime 43237 at position 37 (collision #4122)
🌟 COLLISION! Prime 43261 at position 61 (collision #4123)
🌟 COLLISION! Prime 43271 at position 71 (collision #4124)
🌟 COLLISION! Prime 43283 at position 83 (collision #4125)
🌟 COLLISION! Prime 43291 at position 91 (collision #4126)
🌟 COLLISION! Prime 43313 at position 113 (collision #4127)
🌟 COLLISION! Prime 43319 at position 119 (collision #4128)
🌟 COLLISION! Prime 43321 at position 121 (collision #4129)
🌟 COLLISION! Prime 43331 at position 131 (collision #4130)
🌟 COLLISION! Prime 43391 at position 191 (collision #4131)
🌟 COLLISION! Prime 43397 at position 197 (collision #4132)
🌟 COLLISION! Prime 43399 at position 199 (collision #4133)
🌟 COLLISION! Prime 43403 at position 203 (collision #4134)
🌟 COLLISION! Prime 43411 at position 211 (collision #4135)
🌟 COLLISION! Prime 43427 at position 227 (collision #4136)
🌟 COLLISION! Prime 43441 at position 241 (collision #4137)
🌟 COLLISION! Prime 43451 at position 251 (collision #4138)
🌟 COLLISION! Prime 43457 at position 257 (collision #4139)
🌟 COLLISION! Prime 43481 at position 281 (collision #4140)
🌟 COLLISION! Prime 43487 at position 287 (collision #4141)
🌟 COLLISION! Prime 43517 at position 317 (collision #4142)
🌟 COLLISION! Prime 43541 at position 341 (collision #4143)
🌟 COLLISION! Prime 43543 at position 343 (collision #4144)
🌟 COLLISION! Prime 43573 at position 13 (collision #4145)
🌟 COLLISION! Prime 43577 at position 17 (collision #4146)
🌟 COLLISION! Prime 43579 at position 19 (collision #4147)
🌟 COLLISION! Prime 43591 at position 31 (collision #4148)
🌟 COLLISION! Prime 43597 at position 37 (collision #4149)
🌟 COLLISION! Prime 43609 at position 49 (collision #4150)
🌟 COLLISION! Prime 43613 at position 53 (collision #4151)
🌟 COLLISION! Prime 43627 at position 67 (collision #4152)
🌟 COLLISION! Prime 43633 at position 73 (collision #4153)
🌟 COLLISION! Prime 43649 at position 89 (collision #4154)
🌟 COLLISION! Prime 43651 at position 91 (collision #4155)
🌟 COLLISION! Prime 43661 at position 101 (collision #4156)
🌟 COLLISION! Prime 43669 at position 109 (collision #4157)
🌟 COLLISION! Prime 43691 at position 131 (collision #4158)
🌟 COLLISION! Prime 43711 at position 151 (collision #4159)
🌟 COLLISION! Prime 43721 at position 161 (collision #4160)
🌟 COLLISION! Prime 43753 at position 193 (collision #4161)
🌟 COLLISION! Prime 43759 at position 199 (collision #4162)
🌟 COLLISION! Prime 43777 at position 217 (collision #4163)
🌟 COLLISION! Prime 43781 at position 221 (collision #4164)
🌟 COLLISION! Prime 43783 at position 223 (collision #4165)
🌟 COLLISION! Prime 43787 at position 227 (collision #4166)
🌟 COLLISION! Prime 43789 at position 229 (collision #4167)
🌟 COLLISION! Prime 43793 at position 233 (collision #4168)
🌟 COLLISION! Prime 43801 at position 241 (collision #4169)
🌟 COLLISION! Prime 43853 at position 293 (collision #4170)
🌟 COLLISION! Prime 43867 at position 307 (collision #4171)
🌟 COLLISION! Prime 43889 at position 329 (collision #4172)
🌟 COLLISION! Prime 43891 at position 331 (collision #4173)
🌟 COLLISION! Prime 43913 at position 353 (collision #4174)
🌟 COLLISION! Prime 43933 at position 13 (collision #4175)
🌟 COLLISION! Prime 43943 at position 23 (collision #4176)
🌟 COLLISION! Prime 43951 at position 31 (collision #4177)
🌟 COLLISION! Prime 43961 at position 41 (collision #4178)
🌟 COLLISION! Prime 43963 at position 43 (collision #4179)
🌟 COLLISION! Prime 43969 at position 49 (collision #4180)
🌟 COLLISION! Prime 43973 at position 53 (collision #4181)
🌟 COLLISION! Prime 43987 at position 67 (collision #4182)
🌟 COLLISION! Prime 43991 at position 71 (collision #4183)
🌟 COLLISION! Prime 43997 at position 77 (collision #4184)
🌟 COLLISION! Prime 44017 at position 97 (collision #4185)
🌟 COLLISION! Prime 44021 at position 101 (collision #4186)
🌟 COLLISION! Prime 44027 at position 107 (collision #4187)
🌟 COLLISION! Prime 44029 at position 109 (collision #4188)
🌟 COLLISION! Prime 44041 at position 121 (collision #4189)
🌟 COLLISION! Prime 44053 at position 133 (collision #4190)
🌟 COLLISION! Prime 44059 at position 139 (collision #4191)
🌟 COLLISION! Prime 44071 at position 151 (collision #4192)
🌟 COLLISION! Prime 44087 at position 167 (collision #4193)
🌟 COLLISION! Prime 44089 at position 169 (collision #4194)
🌟 COLLISION! Prime 44101 at position 181 (collision #4195)
🌟 COLLISION! Prime 44111 at position 191 (collision #4196)
🌟 COLLISION! Prime 44119 at position 199 (collision #4197)
🌟 COLLISION! Prime 44123 at position 203 (collision #4198)
🌟 COLLISION! Prime 44129 at position 209 (collision #4199)
🌟 COLLISION! Prime 44131 at position 211 (collision #4200)
🌟 COLLISION! Prime 44159 at position 239 (collision #4201)
🌟 COLLISION! Prime 44171 at position 251 (collision #4202)
🌟 COLLISION! Prime 44179 at position 259 (collision #4203)
🌟 COLLISION! Prime 44189 at position 269 (collision #4204)
🌟 COLLISION! Prime 44201 at position 281 (collision #4205)
🌟 COLLISION! Prime 44203 at position 283 (collision #4206)
🌟 COLLISION! Prime 44207 at position 287 (collision #4207)
🌟 COLLISION! Prime 44221 at position 301 (collision #4208)
🌟 COLLISION! Prime 44249 at position 329 (collision #4209)
🌟 COLLISION! Prime 44257 at position 337 (collision #4210)
🌟 COLLISION! Prime 44263 at position 343 (collision #4211)
🌟 COLLISION! Prime 44267 at position 347 (collision #4212)
🌟 COLLISION! Prime 44269 at position 349 (collision #4213)
🌟 COLLISION! Prime 44273 at position 353 (collision #4214)
🌟 COLLISION! Prime 44279 at position 359 (collision #4215)
🌟 COLLISION! Prime 44281 at position 1 (collision #4216)
🌟 COLLISION! Prime 44293 at position 13 (collision #4217)
🌟 COLLISION! Prime 44351 at position 71 (collision #4218)
🌟 COLLISION! Prime 44357 at position 77 (collision #4219)
🌟 COLLISION! Prime 44371 at position 91 (collision #4220)
🌟 COLLISION! Prime 44381 at position 101 (collision #4221)
🌟 COLLISION! Prime 44383 at position 103 (collision #4222)
🌟 COLLISION! Prime 44389 at position 109 (collision #4223)
🌟 COLLISION! Prime 44417 at position 137 (collision #4224)
🌟 COLLISION! Prime 44449 at position 169 (collision #4225)
🌟 COLLISION! Prime 44453 at position 173 (collision #4226)
🌟 COLLISION! Prime 44483 at position 203 (collision #4227)
🌟 COLLISION! Prime 44491 at position 211 (collision #4228)
🌟 COLLISION! Prime 44497 at position 217 (collision #4229)
🌟 COLLISION! Prime 44501 at position 221 (collision #4230)
🌟 COLLISION! Prime 44507 at position 227 (collision #4231)
🌟 COLLISION! Prime 44519 at position 239 (collision #4232)
🌟 COLLISION! Prime 44531 at position 251 (collision #4233)
🌟 COLLISION! Prime 44533 at position 253 (collision #4234)
🌟 COLLISION! Prime 44537 at position 257 (collision #4235)
🌟 COLLISION! Prime 44543 at position 263 (collision #4236)
🌟 COLLISION! Prime 44549 at position 269 (collision #4237)
🌟 COLLISION! Prime 44563 at position 283 (collision #4238)
🌟 COLLISION! Prime 44579 at position 299 (collision #4239)
🌟 COLLISION! Prime 44587 at position 307 (collision #4240)
🌟 COLLISION! Prime 44617 at position 337 (collision #4241)
🌟 COLLISION! Prime 44621 at position 341 (collision #4242)
🌟 COLLISION! Prime 44623 at position 343 (collision #4243)
🌟 COLLISION! Prime 44633 at position 353 (collision #4244)
🌟 COLLISION! Prime 44641 at position 1 (collision #4245)
🌟 COLLISION! Prime 44647 at position 7 (collision #4246)
🌟 COLLISION! Prime 44651 at position 11 (collision #4247)
🌟 COLLISION! Prime 44657 at position 17 (collision #4248)
🌟 COLLISION! Prime 44683 at position 43 (collision #4249)
🌟 COLLISION! Prime 44687 at position 47 (collision #4250)
🌟 COLLISION! Prime 44699 at position 59 (collision #4251)
🌟 COLLISION! Prime 44701 at position 61 (collision #4252)
🌟 COLLISION! Prime 44711 at position 71 (collision #4253)
🌟 COLLISION! Prime 44729 at position 89 (collision #4254)
🌟 COLLISION! Prime 44741 at position 101 (collision #4255)
🌟 COLLISION! Prime 44753 at position 113 (collision #4256)
🌟 COLLISION! Prime 44771 at position 131 (collision #4257)
🌟 COLLISION! Prime 44773 at position 133 (collision #4258)
🌟 COLLISION! Prime 44777 at position 137 (collision #4259)
🌟 COLLISION! Prime 44789 at position 149 (collision #4260)
🌟 COLLISION! Prime 44797 at position 157 (collision #4261)
🌟 COLLISION! Prime 44809 at position 169 (collision #4262)
🌟 COLLISION! Prime 44819 at position 179 (collision #4263)
🌟 COLLISION! Prime 44839 at position 199 (collision #4264)
🌟 COLLISION! Prime 44843 at position 203 (collision #4265)
🌟 COLLISION! Prime 44851 at position 211 (collision #4266)
🌟 COLLISION! Prime 44867 at position 227 (collision #4267)
🌟 COLLISION! Prime 44879 at position 239 (collision #4268)
🌟 COLLISION! Prime 44887 at position 247 (collision #4269)
🌟 COLLISION! Prime 44893 at position 253 (collision #4270)
🌟 COLLISION! Prime 44909 at position 269 (collision #4271)
🌟 COLLISION! Prime 44917 at position 277 (collision #4272)
🌟 COLLISION! Prime 44927 at position 287 (collision #4273)
🌟 COLLISION! Prime 44939 at position 299 (collision #4274)
🌟 COLLISION! Prime 44953 at position 313 (collision #4275)
🌟 COLLISION! Prime 44959 at position 319 (collision #4276)
🌟 COLLISION! Prime 44963 at position 323 (collision #4277)
🌟 COLLISION! Prime 44971 at position 331 (collision #4278)
🌟 COLLISION! Prime 44983 at position 343 (collision #4279)
🌟 COLLISION! Prime 44987 at position 347 (collision #4280)
🌟 COLLISION! Prime 45007 at position 7 (collision #4281)
🌟 COLLISION! Prime 45013 at position 13 (collision #4282)
🌟 COLLISION! Prime 45053 at position 53 (collision #4283)
🌟 COLLISION! Prime 45061 at position 61 (collision #4284)
🌟 COLLISION! Prime 45077 at position 77 (collision #4285)
🌟 COLLISION! Prime 45083 at position 83 (collision #4286)
🌟 COLLISION! Prime 45119 at position 119 (collision #4287)
🌟 COLLISION! Prime 45121 at position 121 (collision #4288)
🌟 COLLISION! Prime 45127 at position 127 (collision #4289)
🌟 COLLISION! Prime 45131 at position 131 (collision #4290)
🌟 COLLISION! Prime 45137 at position 137 (collision #4291)
🌟 COLLISION! Prime 45139 at position 139 (collision #4292)
🌟 COLLISION! Prime 45161 at position 161 (collision #4293)
🌟 COLLISION! Prime 45179 at position 179 (collision #4294)
🌟 COLLISION! Prime 45181 at position 181 (collision #4295)
🌟 COLLISION! Prime 45191 at position 191 (collision #4296)
🌟 COLLISION! Prime 45197 at position 197 (collision #4297)
🌟 COLLISION! Prime 45233 at position 233 (collision #4298)
🌟 COLLISION! Prime 45247 at position 247 (collision #4299)
🌟 COLLISION! Prime 45259 at position 259 (collision #4300)
🌟 COLLISION! Prime 45263 at position 263 (collision #4301)
🌟 COLLISION! Prime 45281 at position 281 (collision #4302)
🌟 COLLISION! Prime 45289 at position 289 (collision #4303)
🌟 COLLISION! Prime 45293 at position 293 (collision #4304)
🌟 COLLISION! Prime 45307 at position 307 (collision #4305)
🌟 COLLISION! Prime 45317 at position 317 (collision #4306)
🌟 COLLISION! Prime 45319 at position 319 (collision #4307)
🌟 COLLISION! Prime 45329 at position 329 (collision #4308)
🌟 COLLISION! Prime 45337 at position 337 (collision #4309)
🌟 COLLISION! Prime 45341 at position 341 (collision #4310)
🌟 COLLISION! Prime 45343 at position 343 (collision #4311)
🌟 COLLISION! Prime 45361 at position 1 (collision #4312)
🌟 COLLISION! Prime 45377 at position 17 (collision #4313)
🌟 COLLISION! Prime 45389 at position 29 (collision #4314)
🌟 COLLISION! Prime 45403 at position 43 (collision #4315)
🌟 COLLISION! Prime 45413 at position 53 (collision #4316)
🌟 COLLISION! Prime 45427 at position 67 (collision #4317)
🌟 COLLISION! Prime 45433 at position 73 (collision #4318)
🌟 COLLISION! Prime 45481 at position 121 (collision #4319)
🌟 COLLISION! Prime 45491 at position 131 (collision #4320)
🌟 COLLISION! Prime 45497 at position 137 (collision #4321)
🌟 COLLISION! Prime 45503 at position 143 (collision #4322)
🌟 COLLISION! Prime 45523 at position 163 (collision #4323)
🌟 COLLISION! Prime 45533 at position 173 (collision #4324)
🌟 COLLISION! Prime 45541 at position 181 (collision #4325)
🌟 COLLISION! Prime 45553 at position 193 (collision #4326)
🌟 COLLISION! Prime 45557 at position 197 (collision #4327)
🌟 COLLISION! Prime 45569 at position 209 (collision #4328)
🌟 COLLISION! Prime 45587 at position 227 (collision #4329)
🌟 COLLISION! Prime 45589 at position 229 (collision #4330)
🌟 COLLISION! Prime 45599 at position 239 (collision #4331)
🌟 COLLISION! Prime 45613 at position 253 (collision #4332)
🌟 COLLISION! Prime 45631 at position 271 (collision #4333)
🌟 COLLISION! Prime 45641 at position 281 (collision #4334)
🌟 COLLISION! Prime 45659 at position 299 (collision #4335)
🌟 COLLISION! Prime 45667 at position 307 (collision #4336)
🌟 COLLISION! Prime 45673 at position 313 (collision #4337)
🌟 COLLISION! Prime 45677 at position 317 (collision #4338)
🌟 COLLISION! Prime 45691 at position 331 (collision #4339)
🌟 COLLISION! Prime 45697 at position 337 (collision #4340)
🌟 COLLISION! Prime 45707 at position 347 (collision #4341)
🌟 COLLISION! Prime 45737 at position 17 (collision #4342)
🌟 COLLISION! Prime 45751 at position 31 (collision #4343)
🌟 COLLISION! Prime 45757 at position 37 (collision #4344)
🌟 COLLISION! Prime 45763 at position 43 (collision #4345)
🌟 COLLISION! Prime 45767 at position 47 (collision #4346)
🌟 COLLISION! Prime 45779 at position 59 (collision #4347)
🌟 COLLISION! Prime 45817 at position 97 (collision #4348)
🌟 COLLISION! Prime 45821 at position 101 (collision #4349)
🌟 COLLISION! Prime 45823 at position 103 (collision #4350)
🌟 COLLISION! Prime 45827 at position 107 (collision #4351)
🌟 COLLISION! Prime 45833 at position 113 (collision #4352)
🌟 COLLISION! Prime 45841 at position 121 (collision #4353)
🌟 COLLISION! Prime 45853 at position 133 (collision #4354)
🌟 COLLISION! Prime 45863 at position 143 (collision #4355)
🌟 COLLISION! Prime 45869 at position 149 (collision #4356)
🌟 COLLISION! Prime 45887 at position 167 (collision #4357)
🌟 COLLISION! Prime 45893 at position 173 (collision #4358)
🌟 COLLISION! Prime 45943 at position 223 (collision #4359)
🌟 COLLISION! Prime 45949 at position 229 (collision #4360)
🌟 COLLISION! Prime 45953 at position 233 (collision #4361)
🌟 COLLISION! Prime 45959 at position 239 (collision #4362)
🌟 COLLISION! Prime 45971 at position 251 (collision #4363)
🌟 COLLISION! Prime 45979 at position 259 (collision #4364)
🌟 COLLISION! Prime 45989 at position 269 (collision #4365)
🌟 COLLISION! Prime 46021 at position 301 (collision #4366)
🌟 COLLISION! Prime 46027 at position 307 (collision #4367)
🌟 COLLISION! Prime 46049 at position 329 (collision #4368)
🌟 COLLISION! Prime 46051 at position 331 (collision #4369)
🌟 COLLISION! Prime 46061 at position 341 (collision #4370)
🌟 COLLISION! Prime 46073 at position 353 (collision #4371)
🌟 COLLISION! Prime 46091 at position 11 (collision #4372)
🌟 COLLISION! Prime 46093 at position 13 (collision #4373)
🌟 COLLISION! Prime 46099 at position 19 (collision #4374)
🌟 COLLISION! Prime 46103 at position 23 (collision #4375)
🌟 COLLISION! Prime 46133 at position 53 (collision #4376)
🌟 COLLISION! Prime 46141 at position 61 (collision #4377)
🌟 COLLISION! Prime 46147 at position 67 (collision #4378)
🌟 COLLISION! Prime 46153 at position 73 (collision #4379)
🌟 COLLISION! Prime 46171 at position 91 (collision #4380)
🌟 COLLISION! Prime 46181 at position 101 (collision #4381)
🌟 COLLISION! Prime 46183 at position 103 (collision #4382)
🌟 COLLISION! Prime 46187 at position 107 (collision #4383)
🌟 COLLISION! Prime 46199 at position 119 (collision #4384)
🌟 COLLISION! Prime 46219 at position 139 (collision #4385)
🌟 COLLISION! Prime 46229 at position 149 (collision #4386)
🌟 COLLISION! Prime 46237 at position 157 (collision #4387)
🌟 COLLISION! Prime 46261 at position 181 (collision #4388)
🌟 COLLISION! Prime 46271 at position 191 (collision #4389)
🌟 COLLISION! Prime 46273 at position 193 (collision #4390)
🌟 COLLISION! Prime 46279 at position 199 (collision #4391)
🌟 COLLISION! Prime 46301 at position 221 (collision #4392)
🌟 COLLISION! Prime 46307 at position 227 (collision #4393)
🌟 COLLISION! Prime 46309 at position 229 (collision #4394)
🌟 COLLISION! Prime 46327 at position 247 (collision #4395)
🌟 COLLISION! Prime 46337 at position 257 (collision #4396)
🌟 COLLISION! Prime 46349 at position 269 (collision #4397)
🌟 COLLISION! Prime 46351 at position 271 (collision #4398)
🌟 COLLISION! Prime 46381 at position 301 (collision #4399)
🌟 COLLISION! Prime 46399 at position 319 (collision #4400)
🌟 COLLISION! Prime 46411 at position 331 (collision #4401)
🌟 COLLISION! Prime 46439 at position 359 (collision #4402)
🌟 COLLISION! Prime 46441 at position 1 (collision #4403)
🌟 COLLISION! Prime 46447 at position 7 (collision #4404)
🌟 COLLISION! Prime 46451 at position 11 (collision #4405)
🌟 COLLISION! Prime 46457 at position 17 (collision #4406)
🌟 COLLISION! Prime 46471 at position 31 (collision #4407)
🌟 COLLISION! Prime 46477 at position 37 (collision #4408)
🌟 COLLISION! Prime 46489 at position 49 (collision #4409)
🌟 COLLISION! Prime 46499 at position 59 (collision #4410)
🌟 COLLISION! Prime 46507 at position 67 (collision #4411)
🌟 COLLISION! Prime 46511 at position 71 (collision #4412)
🌟 COLLISION! Prime 46523 at position 83 (collision #4413)
🌟 COLLISION! Prime 46549 at position 109 (collision #4414)
🌟 COLLISION! Prime 46559 at position 119 (collision #4415)
🌟 COLLISION! Prime 46567 at position 127 (collision #4416)
🌟 COLLISION! Prime 46573 at position 133 (collision #4417)
🌟 COLLISION! Prime 46589 at position 149 (collision #4418)
🌟 COLLISION! Prime 46591 at position 151 (collision #4419)
🌟 COLLISION! Prime 46601 at position 161 (collision #4420)
🌟 COLLISION! Prime 46619 at position 179 (collision #4421)
🌟 COLLISION! Prime 46633 at position 193 (collision #4422)
🌟 COLLISION! Prime 46639 at position 199 (collision #4423)
🌟 COLLISION! Prime 46643 at position 203 (collision #4424)
🌟 COLLISION! Prime 46649 at position 209 (collision #4425)
🌟 COLLISION! Prime 46663 at position 223 (collision #4426)
🌟 COLLISION! Prime 46679 at position 239 (collision #4427)
🌟 COLLISION! Prime 46681 at position 241 (collision #4428)
🌟 COLLISION! Prime 46687 at position 247 (collision #4429)
🌟 COLLISION! Prime 46691 at position 251 (collision #4430)
🌟 COLLISION! Prime 46703 at position 263 (collision #4431)
🌟 COLLISION! Prime 46723 at position 283 (collision #4432)
🌟 COLLISION! Prime 46727 at position 287 (collision #4433)
🌟 COLLISION! Prime 46747 at position 307 (collision #4434)
🌟 COLLISION! Prime 46751 at position 311 (collision #4435)
🌟 COLLISION! Prime 46757 at position 317 (collision #4436)
🌟 COLLISION! Prime 46769 at position 329 (collision #4437)
🌟 COLLISION! Prime 46771 at position 331 (collision #4438)
🌟 COLLISION! Prime 46807 at position 7 (collision #4439)
🌟 COLLISION! Prime 46811 at position 11 (collision #4440)
🌟 COLLISION! Prime 46817 at position 17 (collision #4441)
🌟 COLLISION! Prime 46819 at position 19 (collision #4442)
🌟 COLLISION! Prime 46829 at position 29 (collision #4443)
🌟 COLLISION! Prime 46831 at position 31 (collision #4444)
🌟 COLLISION! Prime 46853 at position 53 (collision #4445)
🌟 COLLISION! Prime 46861 at position 61 (collision #4446)
🌟 COLLISION! Prime 46867 at position 67 (collision #4447)
🌟 COLLISION! Prime 46877 at position 77 (collision #4448)
🌟 COLLISION! Prime 46889 at position 89 (collision #4449)
🌟 COLLISION! Prime 46901 at position 101 (collision #4450)
🌟 COLLISION! Prime 46919 at position 119 (collision #4451)
🌟 COLLISION! Prime 46933 at position 133 (collision #4452)
🌟 COLLISION! Prime 46957 at position 157 (collision #4453)
🌟 COLLISION! Prime 46993 at position 193 (collision #4454)
🌟 COLLISION! Prime 46997 at position 197 (collision #4455)
🌟 COLLISION! Prime 47017 at position 217 (collision #4456)
🌟 COLLISION! Prime 47041 at position 241 (collision #4457)
🌟 COLLISION! Prime 47051 at position 251 (collision #4458)
🌟 COLLISION! Prime 47057 at position 257 (collision #4459)
🌟 COLLISION! Prime 47059 at position 259 (collision #4460)
🌟 COLLISION! Prime 47087 at position 287 (collision #4461)
🌟 COLLISION! Prime 47093 at position 293 (collision #4462)
🌟 COLLISION! Prime 47111 at position 311 (collision #4463)
🌟 COLLISION! Prime 47119 at position 319 (collision #4464)
🌟 COLLISION! Prime 47123 at position 323 (collision #4465)
🌟 COLLISION! Prime 47129 at position 329 (collision #4466)
🌟 COLLISION! Prime 47137 at position 337 (collision #4467)
🌟 COLLISION! Prime 47143 at position 343 (collision #4468)
🌟 COLLISION! Prime 47147 at position 347 (collision #4469)
🌟 COLLISION! Prime 47149 at position 349 (collision #4470)
🌟 COLLISION! Prime 47161 at position 1 (collision #4471)
🌟 COLLISION! Prime 47189 at position 29 (collision #4472)
🌟 COLLISION! Prime 47207 at position 47 (collision #4473)
