n,is_prime,was_skipped,z1_score,z4_score
46821,0,False,1.8723280840388763,8.281073348382243
46822,0,False,1.2482187226925843,5.520715565588162
46823,0,False,0.9361640420194381,4.140536674191122
46824,0,False,0.7489312336155505,3.312429339352897
46825,0,False,0.6241093613462921,2.760357782794081
46826,0,False,0.5349508811539647,2.366020956680641
46827,0,False,0.4680820210097191,2.070268337095561
46828,0,False,0.41607290756419474,1.8402385218627209
46829,1,False,0.37446561680777524,1.6562146696764486
46830,0,True,2.6677352818237106,13.589628978903766
46831,1,False,1.3338676409118553,6.794814489451883
46832,0,True,3.83010984511396,16.80273860963774
46833,0,True,1.91505492255698,8.40136930481887
46834,0,False,1.2767032817046533,5.600912869879247
46835,0,False,0.95752746127849,4.200684652409435
46836,0,False,0.766021969022792,3.360547721927548
46837,0,False,0.6383516408523267,2.8004564349396235
46838,0,False,0.5471585493019943,2.4003912299482484
